,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
4342,1,0,4.0,176,43,29,834,300.0,5047
4343,1,0,3.1,68,30,62,1140,550.0,5047
4344,0,1,4.2,1192,28,26,979,1200.0,5047
4345,0,0,4.7,14654,42,16,338,900.0,5047
4346,1,0,3.8,109,43,72,1002,400.0,5047
4347,1,0,3.7,57,22,72,1156,400.0,5047
4348,0,0,4.5,3826,42,13,469,800.0,5047
4349,0,0,4.0,2729,42,13,400,1300.0,5047
4350,0,1,4.2,1214,28,20,1490,1200.0,5047
4351,1,0,3.4,185,3,20,1598,450.0,5047
4352,0,1,4.5,678,42,20,603,1400.0,5047
4353,0,0,4.3,2296,42,20,65,800.0,5047
4354,0,0,3.8,1159,42,20,50,650.0,5047
4355,0,1,4.3,2241,42,20,609,1100.0,5047
4356,0,0,4.3,988,42,62,617,350.0,5047
4357,0,1,4.4,320,42,20,1067,1200.0,5047
4358,0,0,4.3,449,42,30,958,400.0,5047
4359,0,1,4.1,466,28,20,1064,700.0,5047
4360,0,0,3.7,202,28,20,1314,900.0,5047
4361,0,0,3.9,124,3,13,446,500.0,5047
4362,0,0,4.0,193,28,20,1555,500.0,5047
4363,0,0,3.8,89,42,62,1337,300.0,5047
4364,0,0,2.3,175,28,20,1156,450.0,5047
4365,0,0,2.9,39,28,72,857,500.0,5047
4366,0,0,2.2,90,3,20,1196,750.0,5047
4367,1,0,3.8,178,38,20,1335,800.0,5047
4368,1,0,4.2,185,0,51,1209,300.0,5047
4369,1,0,4.0,138,44,20,1167,800.0,5047
4370,1,0,3.9,112,28,62,1649,200.0,4245
4371,1,0,3.8,34,22,63,186,350.0,3189
4372,1,0,3.9,145,41,29,1156,500.0,5047
4373,1,0,4.2,76,42,62,1517,450.0,5047
4374,1,1,4.4,2493,3,57,1343,900.0,5047
4375,1,0,4.6,230,30,13,359,400.0,5047
4376,1,0,4.3,169,41,30,773,450.0,5047
4377,1,0,3.8,213,43,20,1111,700.0,4448
4378,1,0,3.7,47,0,30,951,200.0,5047
4379,1,0,3.8,47,42,13,455,600.0,1081
4380,1,0,3.7,66,0,62,1563,300.0,5047
4381,1,0,3.7,47,43,20,1207,800.0,5047
4382,0,1,4.8,4390,42,4,643,1000.0,5047
4383,1,0,4.0,152,42,12,219,350.0,5047
4384,0,1,4.0,2151,42,46,627,1000.0,5047
4385,0,1,3.9,1388,42,46,718,1400.0,5047
4386,1,0,4.2,413,42,13,429,700.0,5047
4387,1,0,3.6,43,28,20,583,600.0,5047
4388,1,0,3.8,172,42,20,1423,400.0,4442
4389,0,0,4.1,1223,42,62,1112,400.0,5047
4390,0,0,4.1,435,42,20,1209,500.0,5047
4391,0,0,4.0,335,30,20,1173,550.0,5047
4392,0,1,4.4,464,41,13,403,800.0,5047
4393,1,0,4.1,956,28,20,1613,600.0,3967
4394,0,1,4.5,546,42,13,412,900.0,5047
4395,0,0,3.9,1155,41,20,517,650.0,5047
4396,0,1,4.1,770,41,21,50,800.0,5047
4397,0,0,4.1,674,42,20,1589,650.0,5047
4398,0,0,4.1,42,42,62,1636,150.0,5047
4399,1,0,3.9,337,22,62,1196,500.0,5047
4400,0,1,4.1,446,44,20,1156,650.0,5047
4401,0,0,4.3,235,44,9,223,350.0,5047
4402,0,0,4.0,161,30,62,873,200.0,5047
4403,0,0,3.8,83,30,62,1172,400.0,5047
4404,0,0,3.9,118,30,20,1185,800.0,5047
4405,0,0,4.0,181,42,51,1156,150.0,5047
4406,0,0,3.1,117,44,62,235,200.0,5047
4407,0,0,4.0,93,3,72,181,800.0,5047
4408,0,0,3.8,69,3,14,350,700.0,5047
4409,0,0,3.8,62,44,2,767,150.0,5047
4410,0,0,2.6,56,22,29,293,500.0,5047
4411,0,0,3.2,63,28,3,191,600.0,5047
4412,0,0,3.7,44,28,30,181,200.0,5047
4413,0,0,3.8,38,42,30,952,400.0,5047
4414,0,0,3.7,91,30,20,1196,900.0,5047
4415,1,0,4.1,323,44,13,342,700.0,5047
4416,1,0,3.3,67,3,20,1196,600.0,5047
4417,1,0,3.4,212,22,20,1258,800.0,5047
4418,1,0,4.0,87,0,9,210,150.0,2284
4419,1,0,3.9,194,28,20,1589,400.0,5047
4420,1,1,4.0,280,41,21,801,1500.0,5047
4421,1,0,3.8,187,28,13,339,500.0,2287
4422,1,0,3.9,48,22,62,821,400.0,5047
4423,1,1,4.0,127,22,20,1390,900.0,5047
4424,0,0,4.2,434,0,30,181,400.0,5047
4425,1,0,4.4,63,0,30,773,300.0,5047
4426,1,0,4.5,583,0,30,773,400.0,3010
4427,1,0,4.2,250,0,32,210,300.0,5047
4428,1,0,4.5,1238,0,29,929,500.0,3
4429,1,0,4.0,48,0,32,773,300.0,5047
4430,1,0,4.0,221,0,70,1122,200.0,1661
4431,1,0,3.4,280,0,68,1640,200.0,5047
4432,1,0,4.0,87,0,9,210,200.0,3218
4433,0,0,4.0,164,0,68,1640,150.0,5047
4434,1,0,4.0,71,0,30,773,300.0,2076
4435,0,0,4.1,342,0,0,181,500.0,5047
4436,1,0,4.0,138,0,30,949,250.0,5047
4437,1,0,3.6,223,0,70,1119,400.0,3940
4438,1,0,3.8,102,0,20,1208,800.0,5047
4439,1,0,3.3,77,0,0,175,400.0,1935
4440,1,0,4.0,30,0,0,181,500.0,2546
4441,1,0,4.0,207,0,14,350,500.0,1372
4442,0,0,3.9,41,0,3,195,200.0,5047
4443,0,0,3.6,83,0,0,175,200.0,5047
4444,0,0,3.7,48,0,72,767,400.0,5047
4445,1,0,3.7,47,0,30,949,100.0,5047
4446,0,0,3.7,106,0,30,767,600.0,5047
4447,1,1,4.0,157,39,20,706,1100.0,1447
4448,0,0,4.6,342,42,35,787,400.0,5047
4449,0,1,4.2,2626,42,20,514,1300.0,5047
4450,0,0,4.5,210,42,17,467,600.0,5047
4451,1,1,4.1,496,28,20,695,700.0,1685
4452,1,0,4.5,2668,42,33,955,500.0,5047
4453,1,1,4.2,589,42,13,389,800.0,1082
4454,1,0,4.6,1028,44,30,786,550.0,5047
4455,1,0,4.5,847,30,30,956,400.0,5047
4456,1,0,4.1,62,42,30,792,450.0,5047
4457,1,0,4.3,673,30,30,181,500.0,1583
4458,1,0,4.1,71,28,13,502,600.0,640
4459,1,0,4.5,360,42,33,776,300.0,2610
4460,0,0,4.3,464,42,30,958,400.0,5047
4461,1,0,4.1,147,42,13,452,1200.0,1926
4462,0,0,4.3,1904,42,30,767,400.0,5047
4463,1,1,4.2,1722,42,13,459,650.0,5047
4464,1,0,3.9,234,42,30,956,500.0,5047
4465,1,0,4.2,605,44,30,773,900.0,627
4466,1,0,4.2,184,42,30,773,350.0,762
4467,1,1,4.2,249,28,22,349,600.0,4897
4468,1,0,4.1,70,44,30,767,400.0,5010
4469,1,0,4.9,201,42,30,767,400.0,5047
4470,1,0,4.2,220,28,30,792,400.0,5047
4471,1,0,4.1,244,42,9,215,400.0,4462
4472,1,0,4.3,70,42,30,1676,250.0,5047
4473,1,0,4.2,449,44,30,773,300.0,1605
4474,0,0,3.9,144,44,68,1640,200.0,5047
4475,1,0,4.2,712,44,30,182,450.0,2942
4476,1,0,4.2,346,42,30,790,500.0,813
4477,0,0,4.1,77,44,45,956,300.0,5047
4478,1,0,4.0,189,44,2,188,500.0,2278
4479,1,0,4.1,216,42,9,221,200.0,3071
4480,1,0,4.1,37,44,35,787,500.0,5047
4481,1,0,3.9,242,28,30,789,500.0,5047
4482,1,0,3.9,72,3,30,767,350.0,596
4483,1,0,4.2,53,42,30,773,400.0,3469
4484,1,0,3.9,191,28,30,767,400.0,5047
4485,1,0,4.0,42,3,41,774,400.0,5047
4486,1,0,3.7,94,22,0,181,400.0,5047
4487,1,0,3.9,82,44,30,956,800.0,4475
4488,0,0,4.1,324,44,13,342,700.0,5047
4489,1,0,4.0,153,42,12,219,350.0,5047
4490,1,0,4.0,100,44,30,175,150.0,680
4491,1,0,3.9,155,28,41,427,400.0,5047
4492,0,0,3.9,43,42,9,224,200.0,5047
4493,0,0,4.0,94,3,72,181,800.0,5047
4494,0,0,3.8,69,3,14,351,700.0,5047
4495,1,0,3.9,107,3,30,956,400.0,538
4496,0,0,3.8,62,44,2,767,150.0,5047
4497,1,0,4.1,450,30,13,363,400.0,4247
4498,0,0,2.5,58,22,29,293,500.0,5047
4499,0,0,3.2,64,28,3,191,600.0,5047
4500,1,0,3.7,176,22,72,257,400.0,5047
4501,1,0,3.8,34,42,69,1117,250.0,3855
4502,0,0,3.7,45,28,30,181,200.0,5047
4503,1,0,4.1,95,28,0,181,500.0,3470
4504,0,0,3.8,38,42,30,952,400.0,5047
4505,0,0,3.7,49,44,32,773,400.0,5047
4506,1,0,3.8,75,40,69,1121,200.0,2967
4507,0,1,4.9,6375,0,20,813,1600.0,5047
4508,0,1,4.4,201,0,20,720,1300.0,5047
4509,1,1,4.2,3230,0,25,1156,1600.0,4415
4510,0,1,4.4,1149,0,21,1369,1100.0,5047
4511,1,1,4.5,799,0,20,716,800.0,1041
4512,1,1,4.5,1874,0,13,394,900.0,1820
4513,1,1,4.1,1541,0,20,1054,800.0,2388
4514,1,1,4.1,624,0,21,141,1500.0,1775
4515,1,0,4.1,1272,0,20,105,900.0,206
4516,1,0,4.0,827,0,20,1490,500.0,3824
4517,1,0,3.7,479,0,20,604,850.0,4766
4518,0,0,3.9,204,0,20,283,550.0,5047
4519,1,0,3.9,467,0,20,112,550.0,1244
4520,0,0,4.3,315,0,51,1059,300.0,5047
4521,1,1,4.1,2724,0,20,296,800.0,4369
4522,1,0,3.8,254,0,20,282,800.0,1290
4523,1,0,4.2,185,0,51,1209,300.0,5047
4524,1,0,3.9,420,0,20,112,800.0,3645
4525,1,0,3.9,363,0,20,1156,600.0,3903
4526,0,1,4.0,165,0,4,878,1100.0,5047
4527,1,0,4.1,464,0,13,344,500.0,4572
4528,1,0,3.7,115,0,20,565,550.0,4718
4529,1,0,3.7,135,0,20,1196,500.0,1561
4530,1,0,3.8,685,0,20,1599,400.0,4219
4531,1,0,3.9,255,0,20,50,500.0,1112
4532,1,0,4.1,295,0,20,250,700.0,5047
4533,1,0,3.0,102,0,20,1589,600.0,4714
4534,1,0,4.0,245,0,62,202,400.0,1861
4535,1,0,4.0,943,0,20,558,600.0,4797
4536,1,1,3.9,74,0,20,244,700.0,2092
4537,1,0,3.8,273,0,20,1310,900.0,2288
4538,1,0,3.9,68,0,20,1165,1000.0,3742
4539,1,0,3.9,214,0,20,1240,600.0,4389
4540,1,0,3.9,670,0,20,1156,500.0,4326
4541,1,0,3.6,218,0,20,286,600.0,4949
4542,1,0,3.5,221,0,70,1119,400.0,325
4543,1,0,3.6,71,0,62,1248,350.0,1183
4544,1,0,3.8,100,0,13,488,700.0,2516
4545,1,0,3.8,99,0,20,1589,350.0,3412
4546,0,0,4.4,76,0,20,290,600.0,5047
4547,1,0,3.5,735,0,20,47,600.0,1251
4548,0,0,2.9,84,0,20,1185,500.0,5047
4549,1,0,3.9,331,0,13,1195,200.0,2300
4550,1,0,3.8,117,0,20,1181,600.0,3589
4551,1,0,3.8,613,0,13,472,600.0,3454
4552,1,0,3.0,61,0,13,332,650.0,818
4553,1,0,3.6,41,0,13,401,600.0,3471
4554,0,0,4.0,147,0,13,436,400.0,5047
4555,1,0,3.8,337,0,20,65,800.0,941
4556,0,0,3.7,28,0,20,1196,500.0,5047
4557,1,0,2.7,73,0,20,565,600.0,1491
4558,1,0,3.1,140,0,20,1182,600.0,994
4559,0,0,4.0,372,0,20,1002,500.0,5047
4560,1,0,3.8,254,0,20,521,550.0,5047
4561,1,0,3.7,46,0,20,1196,600.0,3788
4562,0,0,4.0,115,0,20,762,1000.0,5047
4563,0,0,3.1,53,0,20,1251,600.0,5047
4564,0,0,3.6,61,0,13,332,500.0,5047
4565,1,0,3.9,438,0,20,197,650.0,3012
4566,0,0,3.7,41,0,20,282,450.0,5047
4567,0,0,3.7,112,0,20,550,500.0,5047
4568,1,0,3.8,208,0,19,366,650.0,5047
4569,1,1,3.9,487,0,13,710,700.0,3332
4570,0,0,3.8,63,0,13,332,500.0,5047
4571,1,0,4.0,113,0,12,1652,250.0,438
4572,1,0,2.8,62,0,20,1460,500.0,3821
4573,1,0,3.9,52,0,62,1589,300.0,5047
4574,1,0,3.9,88,0,62,967,1000.0,1795
4575,1,0,4.1,99,0,62,537,300.0,3770
4576,1,0,3.9,1189,0,62,1196,500.0,3583
4577,1,0,3.9,179,0,62,1461,250.0,4902
4578,1,0,4.2,465,0,62,1060,400.0,3701
4579,1,0,4.1,783,0,62,1597,300.0,2691
4580,0,0,4.0,137,0,62,1045,200.0,5047
4581,1,0,3.9,191,0,62,256,300.0,1559
4582,1,0,3.5,383,0,62,266,400.0,2013
4583,1,0,4.1,381,0,62,84,250.0,4063
4584,1,0,4.2,465,0,62,1179,300.0,1717
4585,1,0,3.9,348,0,62,322,400.0,2631
4586,1,0,4.1,521,0,62,1474,400.0,3130
4587,1,0,3.9,441,0,62,1190,500.0,1009
4588,1,0,4.0,199,0,62,1156,300.0,2785
4589,1,0,3.9,201,0,62,1451,300.0,2790
4590,1,0,4.0,113,0,62,591,400.0,161
4591,1,0,3.8,376,0,62,1204,500.0,1256
4592,1,0,4.0,84,0,62,856,400.0,3625
4593,0,0,4.0,160,0,68,1640,150.0,5047
4594,1,0,3.2,64,0,62,1268,250.0,4804
4595,1,0,3.9,879,0,62,1356,500.0,982
4596,1,0,4.1,128,0,62,1156,150.0,1921
4597,0,0,3.8,110,0,62,1644,200.0,5047
4598,1,0,3.9,183,0,62,868,250.0,4674
4599,1,0,3.9,201,0,62,84,300.0,2757
4600,1,0,3.4,46,0,62,1636,200.0,3832
4601,1,0,3.7,66,0,62,1563,300.0,5047
4602,1,0,2.8,178,0,62,1384,700.0,1426
4603,0,0,4.1,358,0,62,605,500.0,5047
4604,1,0,3.9,170,0,62,1063,300.0,3211
4605,0,0,3.7,126,0,62,1156,200.0,5047
4606,1,0,2.8,138,0,62,1451,300.0,5047
4607,1,0,3.9,56,0,62,235,300.0,4460
4608,1,0,3.7,195,0,62,1156,400.0,4904
4609,1,0,3.9,187,0,62,294,600.0,734
4610,1,0,3.5,177,0,62,203,500.0,2063
4611,1,0,3.9,124,0,62,1196,400.0,3148
4612,0,0,4.0,213,0,62,1439,500.0,5047
4613,1,0,3.0,96,0,62,1196,300.0,715
4614,1,0,3.6,59,0,62,322,500.0,5047
4615,0,0,3.8,58,0,62,1547,300.0,5047
4616,0,0,3.9,41,0,3,195,200.0,5047
4617,1,0,3.9,357,0,62,1196,400.0,4076
4618,1,0,3.3,334,0,62,282,400.0,2007
4619,0,0,3.8,87,0,62,817,250.0,5047
4620,1,0,3.8,60,0,62,203,300.0,178
4621,1,0,3.9,138,0,62,1327,300.0,5047
4622,1,0,3.1,40,0,62,1156,400.0,5047
4623,1,0,3.5,283,0,62,206,350.0,5047
4624,1,0,3.6,474,0,62,1235,450.0,4044
4625,1,0,2.9,42,0,62,1432,250.0,4520
4626,1,0,3.7,61,0,62,871,450.0,4242
4627,1,0,3.7,184,0,62,858,400.0,1137
4628,0,0,3.0,67,0,62,1589,300.0,5047
4629,0,0,2.4,221,0,62,1156,550.0,5047
4630,1,0,2.6,473,0,62,1002,600.0,5047
4631,0,0,4.0,40,0,9,210,400.0,5047
4632,0,0,3.5,42,0,62,1287,400.0,5047
4633,0,0,2.7,76,0,62,1196,500.0,5047
4634,0,0,2.6,75,0,62,1438,400.0,5047
4635,0,0,3.6,34,0,62,1002,650.0,5047
4636,0,0,2.8,60,0,62,1333,250.0,5047
4637,1,0,3.4,147,0,62,1046,400.0,5047
4638,1,0,3.1,89,0,62,1374,350.0,5047
4639,1,0,3.7,178,0,62,1196,400.0,2834
4640,1,0,2.9,177,0,62,1196,300.0,3206
4641,1,0,2.9,127,0,62,565,300.0,552
4642,1,0,2.9,257,0,62,1156,250.0,5047
4643,1,1,4.0,150,39,20,706,1100.0,5047
4644,0,0,4.2,221,39,13,506,200.0,5047
4645,1,0,4.1,60,39,13,451,600.0,5047
4646,0,0,4.7,14654,42,16,338,900.0,5047
4647,0,1,4.7,10413,42,21,1323,1400.0,5047
4648,1,0,4.6,4650,44,46,32,1500.0,1532
4649,0,1,4.4,1533,42,54,1128,2000.0,5047
4650,0,1,4.5,3902,42,60,889,1000.0,5047
4651,0,1,4.5,2225,44,21,1124,1100.0,5047
4652,1,1,4.5,3125,42,21,1233,1500.0,1573
4653,0,1,4.2,1721,42,20,637,1200.0,5047
4654,1,1,4.4,2493,3,57,1343,900.0,5047
4655,0,1,4.7,3852,28,20,1325,1600.0,5047
4656,1,1,4.5,3458,42,20,1400,1300.0,5047
4657,0,1,4.5,2540,42,5,725,1300.0,5047
4658,0,0,4.3,2349,42,57,886,1400.0,5047
4659,0,0,4.5,3826,42,13,469,800.0,5047
4660,1,1,4.4,3870,42,25,713,1600.0,493
4661,0,1,4.5,6348,44,5,1107,1600.0,5047
4662,0,1,4.3,1520,42,20,1133,700.0,5047
4663,1,1,4.9,2178,42,21,134,1500.0,4956
4664,1,1,4.4,4315,28,52,625,1600.0,2353
4665,0,0,4.7,3197,42,16,522,750.0,5047
4666,1,1,4.2,2616,42,20,514,1300.0,5047
4667,0,1,4.7,4845,42,20,965,1500.0,5047
4668,0,1,4.1,2456,28,20,1493,1000.0,5047
4669,0,1,4.8,4390,42,4,643,1000.0,5047
4670,0,1,4.6,319,28,20,1436,1300.0,5047
4671,1,1,4.4,455,44,21,1156,1500.0,5047
4672,0,1,4.4,110,42,46,1471,1500.0,5047
4673,0,1,4.6,866,41,54,687,1400.0,5047
4674,0,1,4.6,4947,42,26,803,1800.0,5047
4675,1,0,4.3,3447,44,20,1156,600.0,5047
4676,0,1,4.5,1932,42,54,630,1400.0,5047
4677,0,0,4.0,2729,42,13,400,1300.0,5047
4678,1,0,4.4,7210,42,20,304,600.0,657
4679,0,1,4.2,1214,28,20,1490,1200.0,5047
4680,0,1,4.3,1201,28,5,803,1500.0,5047
4681,1,1,4.4,3667,42,20,606,1400.0,3005
4682,0,1,4.4,1213,41,53,35,1200.0,5047
4683,0,1,3.9,1771,28,4,899,1300.0,5047
4684,1,1,4.5,710,44,20,1009,1500.0,805
4685,0,1,4.1,782,40,20,1375,1500.0,5047
4686,0,1,4.1,1786,42,20,14,1000.0,5047
4687,0,1,4.3,956,3,21,1417,1000.0,5047
4688,0,1,4.0,2151,42,46,627,1000.0,5047
4689,0,0,4.4,159,42,17,467,600.0,5047
4690,1,0,3.9,682,30,20,1389,650.0,1363
4691,0,1,4.5,678,42,20,603,1400.0,5047
4692,0,0,4.3,2296,42,20,65,800.0,5047
4693,1,1,4.3,2563,42,4,688,1200.0,4820
4694,1,0,4.4,1944,30,20,238,800.0,2838
4695,1,1,4.1,1078,30,20,1196,1000.0,5047
4696,1,1,4.4,1851,43,20,521,1100.0,5047
4697,1,1,4.4,677,44,20,1381,1500.0,1856
4698,1,1,4.1,1697,42,20,1196,1200.0,4588
4699,1,1,4.2,1365,44,21,123,1400.0,3586
4700,0,0,3.8,1159,42,20,50,650.0,5047
4701,1,0,4.3,1587,42,20,152,550.0,4846
4702,1,1,4.0,1851,43,20,1156,600.0,5047
4703,0,1,4.3,2241,42,20,609,1100.0,5047
4704,1,1,4.1,454,28,20,695,700.0,1686
4705,1,1,4.2,541,42,26,1265,1000.0,3047
4706,0,1,4.3,1463,42,13,406,800.0,5047
4707,1,0,3.8,120,22,20,301,600.0,3341
4708,1,1,4.3,1800,42,22,660,900.0,4534
4709,1,0,4.1,6875,42,20,1402,750.0,4364
4710,0,0,4.1,435,42,20,1209,500.0,5047
4711,1,1,4.4,383,42,21,1108,1500.0,1731
4712,1,1,4.4,197,42,13,498,800.0,615
4713,0,0,4.5,729,42,20,1109,1200.0,5047
4714,0,0,4.0,335,30,20,1173,550.0,5047
4715,1,0,4.4,939,42,13,435,900.0,4068
4716,1,1,4.2,468,42,13,389,800.0,3107
4717,1,0,4.7,1022,44,17,431,550.0,5047
4718,1,1,4.1,587,28,21,688,1200.0,3042
4719,0,1,4.4,464,41,13,403,800.0,5047
4720,1,0,4.1,956,28,20,1613,600.0,68
4721,0,1,4.5,546,42,13,412,900.0,5047
4722,1,0,4.2,532,42,20,600,600.0,5047
4723,1,0,4.3,336,42,20,555,800.0,1398
4724,1,0,4.1,1555,42,20,109,750.0,3351
4725,0,0,3.9,1155,41,20,517,650.0,5047
4726,1,1,4.1,1774,42,57,881,1200.0,1515
4727,0,1,4.1,770,41,21,50,800.0,5047
4728,1,0,4.0,181,28,20,1214,550.0,3676
4729,0,1,4.1,759,40,4,1196,1200.0,5047
4730,1,0,4.6,406,3,20,0,1000.0,5047
4731,1,1,4.2,2709,40,13,404,1000.0,4142
4732,1,1,4.0,1509,40,13,383,900.0,5047
4733,1,0,3.9,1138,42,20,1352,500.0,5047
4734,0,1,4.2,1192,28,26,979,1200.0,5047
4735,1,0,4.1,1112,42,20,289,750.0,4394
4736,1,1,4.0,792,44,20,1156,900.0,5047
4737,1,0,4.0,957,44,20,1669,500.0,5047
4738,1,0,4.0,313,42,20,610,800.0,5047
4739,1,1,3.9,484,42,20,1427,700.0,5047
4740,1,1,4.1,1336,22,20,1375,800.0,2973
4741,0,1,4.4,320,42,20,1067,1200.0,5047
4742,1,1,4.2,869,42,13,339,600.0,963
4743,1,0,4.2,1059,42,13,394,800.0,5047
4744,0,0,4.1,674,42,20,1589,650.0,5047
4745,1,1,4.1,218,42,20,1239,600.0,2217
4746,1,1,4.2,1430,28,20,64,800.0,1294
4747,1,0,3.9,778,42,20,266,750.0,5047
4748,1,0,3.8,658,42,20,616,500.0,5047
4749,1,0,4.1,137,42,13,452,1200.0,5047
4750,1,0,4.1,306,44,13,414,600.0,5047
4751,0,1,4.1,1235,42,49,632,1500.0,5047
4752,1,0,3.8,208,3,20,237,700.0,946
4753,1,1,4.1,400,42,15,422,1200.0,1722
4754,0,1,4.1,466,28,20,1064,700.0,5047
4755,1,0,4.0,510,44,20,562,750.0,5047
4756,0,0,3.9,737,43,5,15,1400.0,5047
4757,0,1,3.9,144,42,58,902,1000.0,5047
4758,1,0,4.1,588,28,20,558,700.0,5047
4759,1,1,4.2,1692,42,13,459,650.0,5047
4760,1,0,4.0,1308,28,20,625,750.0,5047
4761,1,1,4.0,790,28,20,696,1300.0,3451
4762,1,1,4.0,1014,28,58,882,1300.0,1247
4763,1,1,4.2,344,42,20,1156,500.0,5047
4764,1,1,4.1,1027,3,20,1156,1000.0,5047
4765,1,0,4.0,508,28,19,460,1000.0,5047
4766,1,1,4.0,235,42,20,1141,800.0,4277
4767,0,1,4.1,446,44,20,1156,650.0,5047
4768,1,1,4.2,239,28,22,349,600.0,5047
4769,1,1,4.0,1382,44,20,674,1100.0,5047
4770,1,0,3.7,111,3,20,43,800.0,2558
4771,1,1,4.4,4386,28,22,1468,600.0,826
4772,1,0,4.3,480,42,13,512,450.0,5047
4773,1,0,3.8,473,42,20,1597,500.0,5047
4774,0,1,3.9,281,44,21,747,1000.0,5047
4775,1,0,3.7,65,42,20,98,800.0,4600
4776,0,1,3.9,579,42,60,723,1300.0,5047
4777,1,0,3.9,823,42,20,558,550.0,5047
4778,0,0,4.0,130,28,62,1589,300.0,5047
4779,1,0,3.9,320,3,20,1196,650.0,1798
4780,0,0,4.2,386,28,13,427,700.0,5047
4781,0,0,4.1,1223,42,62,1112,400.0,5047
4782,1,0,4.5,2594,42,33,955,500.0,721
4783,1,1,4.2,293,42,20,1532,800.0,2950
4784,0,1,3.9,1388,42,46,718,1400.0,5047
4785,1,0,3.9,452,44,20,197,600.0,5047
4786,0,0,4.3,988,42,62,617,350.0,5047
4787,1,0,3.7,259,42,20,1139,750.0,1224
4788,1,0,3.5,888,44,20,1375,650.0,5047
4789,1,0,3.7,158,30,20,251,700.0,5047
4790,1,0,4.0,310,30,13,388,750.0,3794
4791,1,0,4.1,1003,42,20,1388,700.0,4413
4792,0,0,3.8,83,30,62,1172,400.0,5047
4793,0,0,3.8,157,22,47,694,1300.0,5047
4794,0,0,4.1,172,44,13,365,650.0,5047
4795,1,0,3.8,232,30,20,68,600.0,5047
4796,1,0,4.0,610,44,20,161,500.0,5047
4797,1,0,4.1,164,30,62,256,400.0,5047
4798,1,0,4.2,189,43,62,1645,300.0,5047
4799,0,0,4.1,873,28,62,1547,300.0,5047
4800,1,0,3.2,908,42,20,1381,600.0,5047
4801,0,1,4.2,117,44,20,1425,800.0,5047
4802,1,0,4.2,522,44,62,1669,450.0,5047
4803,1,0,3.8,53,44,62,917,350.0,5047
4804,1,1,3.5,59,22,20,1279,700.0,5047
4805,1,0,4.3,165,42,62,330,500.0,5047
4806,0,0,3.9,118,30,20,1185,800.0,5047
4807,1,0,4.4,384,44,62,1584,300.0,5047
4808,0,0,4.2,51,42,62,1547,200.0,5047
4809,1,0,4.1,90,42,13,383,600.0,3097
4810,0,1,4.3,104,44,20,1164,1000.0,5047
4811,1,0,4.2,556,42,62,1672,400.0,5047
4812,1,0,4.3,245,42,62,1668,600.0,1146
4813,0,0,3.7,202,28,20,1314,900.0,5047
4814,1,0,4.3,277,44,62,1156,450.0,5047
4815,1,0,4.0,750,24,62,1156,250.0,5047
4816,1,0,3.8,47,42,13,455,600.0,5047
4817,1,0,3.0,66,42,20,197,700.0,4910
4818,0,1,4.1,353,40,37,802,2000.0,5047
4819,0,0,3.9,124,3,13,446,500.0,5047
4820,1,0,3.6,122,22,20,1558,550.0,5047
4821,0,0,4.0,181,42,51,1156,150.0,5047
4822,1,0,3.7,72,30,20,1209,450.0,5047
4823,1,0,3.8,149,42,20,277,600.0,4968
4824,1,0,3.9,1043,44,62,323,600.0,1823
4825,0,0,3.8,103,41,4,878,1500.0,5047
4826,0,0,4.1,208,42,62,188,200.0,5047
4827,1,0,4.1,323,44,13,342,700.0,5047
4828,1,0,3.7,125,28,12,217,400.0,1506
4829,1,0,4.0,152,42,12,219,350.0,5047
4830,0,0,3.8,38,43,20,1450,900.0,5047
4831,1,0,3.8,331,22,62,1156,350.0,5047
4832,1,0,4.0,138,44,20,1167,800.0,5047
4833,1,0,3.5,79,30,20,72,600.0,1433
4834,0,1,3.9,165,28,20,1592,1000.0,5047
4835,0,0,3.9,371,22,20,1587,400.0,5047
4836,1,0,3.8,76,42,62,202,500.0,4256
4837,1,0,4.2,99,44,33,781,900.0,5047
4838,1,0,3.8,172,42,20,1423,400.0,3799
4839,1,0,3.9,48,22,62,821,400.0,5047
4840,0,0,4.0,193,28,20,1555,500.0,5047
4841,1,0,3.8,264,44,20,1154,650.0,5047
4842,1,0,2.6,208,28,20,602,650.0,5047
4843,1,0,3.4,212,22,20,1258,800.0,5047
4844,0,0,3.4,97,28,21,1559,1100.0,5047
4845,1,0,4.2,413,42,13,429,700.0,5047
4846,1,1,3.6,107,42,20,1196,900.0,5047
4847,1,0,3.9,67,30,62,817,200.0,5047
4848,1,0,3.9,459,22,62,262,600.0,5047
4849,1,0,4.0,108,30,62,329,500.0,5047
4850,1,0,3.8,84,22,62,578,400.0,5047
4851,1,0,4.0,684,42,62,617,250.0,5047
4852,0,0,3.9,139,44,68,1640,200.0,5047
4853,1,0,3.6,64,7,20,591,400.0,5047
4854,1,0,4.2,166,42,62,817,300.0,5047
4855,1,1,3.5,551,3,20,1236,600.0,5047
4856,1,0,3.7,244,28,20,286,450.0,5047
4857,0,0,4.0,161,30,62,873,200.0,5047
4858,0,0,3.8,69,3,14,350,700.0,5047
4859,1,0,3.5,239,42,20,1412,1000.0,1205
4860,1,1,4.2,325,44,20,1205,800.0,5047
4861,1,0,4.1,301,30,62,1569,200.0,5047
4862,1,0,3.8,146,28,20,521,600.0,5047
4863,1,0,4.0,911,3,62,1110,600.0,5047
